epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
21,53.8547,1.17191,3.15401,1.19643,0.00196,0.41667,0.0121,0.00246,2.98363,5.07717,3.12912,0.0801208,0.0001208,0.0001208
22,56.4088,1.02082,2.58199,1.07993,0.00196,0.41667,0.00728,0.00174,3.25601,4.96384,3.31033,0.0791227,0.000122682,0.000122682
23,58.8057,1.02736,2.35505,1.07889,0.00196,0.41667,0.00728,0.00174,3.25601,4.96384,3.31033,0.0781242,0.000124168,0.000124168
24,61.3502,1.44438,2.92335,1.30653,0.00196,0.41667,0.00728,0.00174,3.25601,4.96384,3.31033,0.0771253,0.000125258,0.000125258
25,63.9291,1.28516,2.47018,1.14114,0.00195,0.41667,0.0053,0.00126,3.34098,5.0698,3.40684,0.076126,0.000125952,0.000125952
26,66.5022,1.34916,2.5793,1.28189,0.00195,0.41667,0.0053,0.00126,3.34098,5.0698,3.40684,0.0751263,0.00012625,0.00012625
27,69.1281,1.12681,2.23552,1.06348,0.00195,0.41667,0.0053,0.00126,3.34098,5.0698,3.40684,0.0741262,0.000126152,0.000126152
28,71.7833,1.15756,2.35913,1.16173,0.00139,0.29167,0.00609,0.00235,3.4175,5.06392,3.28434,0.0731257,0.000125658,0.000125658
29,74.6077,0.82938,2.38041,1.03501,0.00139,0.29167,0.00609,0.00235,3.4175,5.06392,3.28434,0.0721248,0.000124768,0.000124768
30,77.5898,1.61071,2.34442,1.27215,0.00139,0.29167,0.00609,0.00235,3.4175,5.06392,3.28434,0.0711235,0.000123482,0.000123482
31,80.4977,1.23135,2.68854,1.19155,0.00195,0.41667,0.01378,0.00405,3.22456,4.85708,3.06187,0.0701218,0.0001218,0.0001218
32,83.2521,1.23059,2.56586,1.12521,0.00195,0.41667,0.01378,0.00405,3.22456,4.85708,3.06187,0.0691197,0.000119722,0.000119722
33,85.7767,1.49215,2.74249,1.18117,0.00195,0.41667,0.01378,0.00405,3.22456,4.85708,3.06187,0.0681172,0.000117248,0.000117248
34,88.5596,1.26829,2.36869,1.1581,0.00194,0.41667,0.02072,0.00804,3.02282,4.57483,2.68838,0.0671144,0.000114378,0.000114378
35,91.4146,1.70638,2.89274,1.20571,0.00194,0.41667,0.02072,0.00804,3.02282,4.57483,2.68838,0.0661111,0.000111112,0.000111112
36,94.3428,1.4004,2.39696,1.29398,0.00194,0.41667,0.02072,0.00804,3.02282,4.57483,2.68838,0.0651075,0.00010745,0.00010745
37,97.1746,1.50527,3.35341,1.15279,0.00194,0.41667,0.02072,0.00804,3.02282,4.57483,2.68838,0.0641034,0.000103392,0.000103392
38,99.9031,0.86161,3.34427,1.16207,0.00254,0.54167,0.02395,0.00785,2.24353,4.27296,2.12776,0.0630989,9.8938e-05,9.8938e-05
39,102.535,1.27372,2.22232,1.2396,0.00254,0.54167,0.02395,0.00785,2.24353,4.27296,2.12776,0.0620941,9.4088e-05,9.4088e-05
40,105.093,1.64704,2.37587,1.31194,0.00254,0.54167,0.02395,0.00785,2.24353,4.27296,2.12776,0.0610888,8.8842e-05,8.8842e-05
41,107.545,0.94775,2.36317,0.91918,0.00254,0.54167,0.02395,0.00785,2.24353,4.27296,2.12776,0.0600832,8.32e-05,8.32e-05
42,109.978,0.98857,2.27016,1.05445,0.00259,0.54167,0.15106,0.05694,1.70132,3.88838,1.68014,0.0590772,7.7162e-05,7.7162e-05
43,112.403,1.23049,2.4506,1.08342,0.00259,0.54167,0.15106,0.05694,1.70132,3.88838,1.68014,0.0580707,7.0728e-05,7.0728e-05
44,114.957,0.83206,2.19284,0.96611,0.00259,0.54167,0.15106,0.05694,1.70132,3.88838,1.68014,0.0570639,6.3898e-05,6.3898e-05
45,117.389,1.13866,2.05602,1.07257,0.00259,0.54167,0.15106,0.05694,1.70132,3.88838,1.68014,0.0560567,5.6672e-05,5.6672e-05
46,119.727,1.08931,2.48372,1.09732,0.00393,0.83333,0.43312,0.30544,1.38429,3.6031,1.33737,0.0550491,4.905e-05,4.905e-05
47,122.169,0.84223,2.24788,0.96563,0.00393,0.83333,0.43312,0.30544,1.38429,3.6031,1.33737,0.054041,4.1032e-05,4.1032e-05
48,124.55,0.94085,1.99431,0.99933,0.00393,0.83333,0.43312,0.30544,1.38429,3.6031,1.33737,0.0530326,3.2618e-05,3.2618e-05
49,126.93,0.97487,2.03861,0.95278,0.00393,0.83333,0.43312,0.30544,1.38429,3.6031,1.33737,0.0520238,2.3808e-05,2.3808e-05
50,129.293,1.00191,2.09142,0.86388,0.0039,0.83333,0.42226,0.32018,1.16141,3.5276,1.25369,0.0510146,1.4602e-05,1.4602e-05
1,2.96769,1.8105,3.75495,1.85634,0.0033,0.63333,0.11825,0.06963,2.11257,4.15219,1.52742,0.1,0,0
2,5.59139,2.21695,3.84557,1.88436,0.00331,0.63333,0.06725,0.02879,2.22181,4.52371,1.73543,0.0990098,9.802e-06,9.802e-06
3,8.34143,2.0115,3.91892,1.66087,0.00303,0.56667,0.016,0.01166,2.81255,4.53711,2.53191,0.0980192,1.9208e-05,1.9208e-05
4,11.0582,2.2296,3.9047,2.01109,0.001,0.3,0.00135,0.00034,2.63384,4.45704,2.5208,0.0970282,2.8218e-05,2.8218e-05
5,13.7971,1.76514,3.66317,1.8045,0.001,0.3,0.00116,0.0004,2.58351,4.46296,2.43723,0.0960368,3.6832e-05,3.6832e-05
6,16.8237,1.89455,3.54905,1.76472,0.001,0.3,0.00189,0.00082,2.40437,4.27533,2.22265,0.0950451,4.505e-05,4.505e-05
7,19.6453,1.77494,3.44448,1.54308,0.001,0.3,0.00239,0.001,2.3668,4.30181,2.22926,0.0940529,5.2872e-05,5.2872e-05
8,22.4625,1.70216,3.32341,1.43779,0.001,0.3,0.00343,0.00158,2.23483,4.33477,2.16317,0.0930603,6.0298e-05,6.0298e-05
9,25.4464,2.15697,4.21024,1.92804,0.001,0.3,0.00343,0.00158,2.23483,4.33477,2.16317,0.0920673,6.7328e-05,6.7328e-05
10,28.2991,1.53448,3.24802,1.54279,0.00133,0.4,0.00629,0.00265,2.10523,4.23013,2.10268,0.091074,7.3962e-05,7.3962e-05
11,30.9895,1.67467,3.26294,1.37343,0.00133,0.4,0.00629,0.00265,2.10523,4.23013,2.10268,0.0900802,8.02e-05,8.02e-05
12,33.745,1.75836,3.48143,1.5515,0.00133,0.4,0.01035,0.00358,2.19713,4.23898,1.95281,0.089086,8.6042e-05,8.6042e-05
13,36.4451,1.79446,3.50104,1.66162,0.00133,0.4,0.01035,0.00358,2.19713,4.23898,1.95281,0.0880915,9.1488e-05,9.1488e-05
14,39.2605,1.53237,3.45755,1.78879,0.00133,0.4,0.01015,0.00389,2.35535,4.13014,1.8352,0.0870965,9.6538e-05,9.6538e-05
15,41.878,1.36186,3.01261,1.31207,0.00133,0.4,0.01015,0.00389,2.35535,4.13014,1.8352,0.0861012,0.000101192,0.000101192
16,44.4927,1.26686,3.05848,1.39139,0.00133,0.4,0.03851,0.01507,2.35233,4.09824,1.75625,0.0851054,0.00010545,0.00010545
17,47.1725,1.59322,3.06444,1.23874,0.00133,0.4,0.03851,0.01507,2.35233,4.09824,1.75625,0.0841093,0.000109312,0.000109312
18,49.9378,1.88416,3.46571,1.53135,0.00167,0.5,0.10667,0.05169,2.11162,4.03439,1.64216,0.0831128,0.000112778,0.000112778
19,52.6676,1.24589,2.84744,1.17967,0.00167,0.5,0.10667,0.05169,2.11162,4.03439,1.64216,0.0821158,0.000115848,0.000115848
20,55.1955,1.33771,2.76489,1.38818,0.00133,0.4,0.10554,0.06287,1.92338,4.06035,1.55938,0.0811185,0.000118522,0.000118522
21,57.6638,1.46601,3.48494,1.476,0.00133,0.4,0.10554,0.06287,1.92338,4.06035,1.55938,0.0801208,0.0001208,0.0001208
22,60.4464,1.38098,2.79532,1.19034,0.00133,0.4,0.11194,0.05639,1.87273,4.00969,1.56839,0.0791227,0.000122682,0.000122682
23,63.0508,1.17856,2.73749,1.24905,0.00133,0.4,0.11194,0.05639,1.87273,4.00969,1.56839,0.0781242,0.000124168,0.000124168
24,65.5579,1.42576,3.01878,1.46113,0.00133,0.4,0.11194,0.05639,1.87273,4.00969,1.56839,0.0771253,0.000125258,0.000125258
25,68.4368,1.31235,2.79154,1.30285,0.00133,0.4,0.04568,0.0248,1.82537,3.87488,1.55187,0.076126,0.000125952,0.000125952
26,71.1245,1.48875,3.00318,1.39012,0.00133,0.4,0.04568,0.0248,1.82537,3.87488,1.55187,0.0751263,0.00012625,0.00012625
27,73.891,1.17285,2.54533,1.22852,0.00133,0.4,0.04568,0.0248,1.82537,3.87488,1.55187,0.0741262,0.000126152,0.000126152
28,76.7117,1.19906,2.49199,1.22525,0.00134,0.4,0.04118,0.0248,1.69559,3.83181,1.48717,0.0731257,0.000125658,0.000125658
29,79.9571,1.1069,2.50979,1.26444,0.00134,0.4,0.04118,0.0248,1.69559,3.83181,1.48717,0.0721248,0.000124768,0.000124768
30,82.7658,1.33821,2.5258,1.25051,0.00134,0.4,0.04118,0.0248,1.69559,3.83181,1.48717,0.0711235,0.000123482,0.000123482
31,85.5412,1.53493,2.64664,1.39134,0.02994,0.73333,0.09408,0.05319,1.63961,3.76578,1.48324,0.0701218,0.0001218,0.0001218
32,88.1738,1.71407,2.81625,1.41871,0.02994,0.73333,0.09408,0.05319,1.63961,3.76578,1.48324,0.0691197,0.000119722,0.000119722
33,90.8364,1.46061,3.03713,1.23727,0.02994,0.73333,0.09408,0.05319,1.63961,3.76578,1.48324,0.0681172,0.000117248,0.000117248
34,93.5503,1.53052,2.69326,1.47441,0.00913,0.83333,0.1112,0.06411,1.69758,3.68603,1.52851,0.0671144,0.000114378,0.000114378
35,96.3186,1.62709,2.83504,1.22968,0.00913,0.83333,0.1112,0.06411,1.69758,3.68603,1.52851,0.0661111,0.000111112,0.000111112
36,99.1457,1.37504,2.68649,1.43376,0.00913,0.83333,0.1112,0.06411,1.69758,3.68603,1.52851,0.0651075,0.00010745,0.00010745
37,101.946,1.63241,3.09345,1.32658,0.00913,0.83333,0.1112,0.06411,1.69758,3.68603,1.52851,0.0641034,0.000103392,0.000103392
38,104.876,1.24312,3.26702,1.3888,0.00593,0.83333,0.39252,0.09677,1.67584,3.5892,1.46195,0.0630989,9.8938e-05,9.8938e-05
39,107.938,1.13995,2.53636,1.29887,0.00593,0.83333,0.39252,0.09677,1.67584,3.5892,1.46195,0.0620941,9.4088e-05,9.4088e-05
40,110.902,1.5466,2.50588,1.24517,0.00593,0.83333,0.39252,0.09677,1.67584,3.5892,1.46195,0.0610888,8.8842e-05,8.8842e-05
41,113.721,1.14505,2.56252,1.12354,0.00593,0.83333,0.39252,0.09677,1.67584,3.5892,1.46195,0.0600832,8.32e-05,8.32e-05
42,116.635,1.15098,2.62713,1.26555,0.00502,0.83333,0.39397,0.1408,1.61106,3.48681,1.44663,0.0590772,7.7162e-05,7.7162e-05
43,119.229,1.38218,2.61641,1.1575,0.00502,0.83333,0.39397,0.1408,1.61106,3.48681,1.44663,0.0580707,7.0728e-05,7.0728e-05
44,122.132,1.08338,2.3825,1.10566,0.00502,0.83333,0.39397,0.1408,1.61106,3.48681,1.44663,0.0570639,6.3898e-05,6.3898e-05
45,125.164,1.19947,2.3603,1.18102,0.00502,0.83333,0.39397,0.1408,1.61106,3.48681,1.44663,0.0560567,5.6672e-05,5.6672e-05
46,127.97,1.32643,2.46296,1.22999,0.00463,0.83333,0.38965,0.18922,1.46817,3.40997,1.38515,0.0550491,4.905e-05,4.905e-05
47,130.486,1.00537,2.46615,1.09505,0.00463,0.83333,0.38965,0.18922,1.46817,3.40997,1.38515,0.054041,4.1032e-05,4.1032e-05
48,133.144,1.1694,2.31314,1.17589,0.00463,0.83333,0.38965,0.18922,1.46817,3.40997,1.38515,0.0530326,3.2618e-05,3.2618e-05
49,135.693,1.00886,2.3132,1.11245,0.00463,0.83333,0.38965,0.18922,1.46817,3.40997,1.38515,0.0520238,2.3808e-05,2.3808e-05
50,138.428,1.10053,2.45697,1.15451,0.00454,0.83333,0.37231,0.19771,1.35821,3.35436,1.30568,0.0510146,1.4602e-05,1.4602e-05
1,2.63586,1.88823,3.99806,1.12228,0,0,0,0,2.08875,4.02702,1.05815,0.1,0,0
2,4.97348,2.08958,5.19466,1.14473,0,0,0,0,1.81476,3.93103,1.05698,0.0990098,9.802e-06,9.802e-06
3,7.43555,1.38501,3.81279,0.96549,0,0,0,0,1.72495,3.84448,1.02288,0.0980192,1.9208e-05,1.9208e-05
4,9.84538,1.78054,3.6524,1.17969,0.00467,0.38889,0.00354,0.0016,1.68283,3.79774,0.99206,0.0970282,2.8218e-05,2.8218e-05
5,12.1156,1.40646,3.33859,1.10122,0.00933,0.77778,0.00912,0.00501,1.70191,3.81254,0.98476,0.0960368,3.6832e-05,3.6832e-05
6,14.3552,2.16826,3.35553,1.27119,0.01067,0.88889,0.01336,0.00629,1.7079,3.78968,0.98636,0.0950451,4.505e-05,4.505e-05
7,16.6461,3.00964,3.12724,1.2917,0.01133,0.94444,0.09083,0.04913,1.69939,3.7903,0.98925,0.0940529,5.2872e-05,5.2872e-05
8,19.296,2.6941,3.08761,1.13774,0.012,1,0.13955,0.08175,1.63388,3.73648,0.97558,0.0930603,6.0298e-05,6.0298e-05
9,21.5485,1.30483,2.80942,0.92777,0.012,1,0.13955,0.08175,1.63388,3.73648,0.97558,0.0920673,6.7328e-05,6.7328e-05
10,23.8347,1.79384,2.64969,1.08535,0.012,1,0.24769,0.16355,1.6003,3.66781,0.96179,0.091074,7.3962e-05,7.3962e-05
11,26.066,1.61672,2.58659,0.92204,0.012,1,0.24769,0.16355,1.6003,3.66781,0.96179,0.0900802,8.02e-05,8.02e-05
12,28.2894,1.72664,2.35151,1.0072,0.012,1,0.39074,0.23257,1.61898,3.60603,0.95806,0.089086,8.6042e-05,8.6042e-05
13,30.4867,1.64637,2.1657,1.01472,0.012,1,0.39074,0.23257,1.61898,3.60603,0.95806,0.0880915,9.1488e-05,9.1488e-05
14,33.0722,1.39004,1.88277,0.97045,0.012,1,0.59093,0.29661,1.6525,3.54198,0.95882,0.0870965,9.6538e-05,9.6538e-05
15,35.8216,1.15837,1.76422,0.94959,0.012,1,0.59093,0.29661,1.6525,3.54198,0.95882,0.0861012,0.000101192,0.000101192
16,39.385,2.06317,2.95356,1.28449,0.012,1,0.78714,0.40645,1.65054,3.47245,0.94687,0.0851054,0.00010545,0.00010545
17,44.7317,1.93018,1.76117,1.17887,0.012,1,0.78714,0.40645,1.65054,3.47245,0.94687,0.0841093,0.000109312,0.000109312
18,48.5606,1.50767,1.54955,0.93068,0.012,1,0.89138,0.44868,1.64026,3.43253,0.93622,0.0831128,0.000112778,0.000112778
19,50.7466,1.64928,1.53394,1.13081,0.012,1,0.89138,0.44868,1.64026,3.43253,0.93622,0.0821158,0.000115848,0.000115848
20,53.015,1.61317,1.45059,1.10662,0.012,1,0.95271,0.48347,1.62553,3.4035,0.93579,0.0811185,0.000118522,0.000118522
21,55.3097,1.38209,1.48748,1.0696,0.012,1,0.95271,0.48347,1.62553,3.4035,0.93579,0.0801208,0.0001208,0.0001208
22,57.7385,1.59845,1.28386,0.98075,0.012,1,0.97525,0.5467,1.57707,3.38805,0.92898,0.0791227,0.000122682,0.000122682
23,60.0902,1.52299,1.12472,1.03148,0.012,1,0.97525,0.5467,1.57707,3.38805,0.92898,0.0781242,0.000124168,0.000124168
24,62.269,1.55809,1.1834,0.9824,0.012,1,0.97525,0.5467,1.57707,3.38805,0.92898,0.0771253,0.000125258,0.000125258
25,64.5592,1.42533,1.16771,0.9974,0.012,1,0.984,0.56067,1.50421,3.37474,0.91245,0.076126,0.000125952,0.000125952
26,66.8712,1.80859,1.17943,1.13265,0.012,1,0.984,0.56067,1.50421,3.37474,0.91245,0.0751263,0.00012625,0.00012625
27,69.1257,1.51281,1.52476,0.95843,0.012,1,0.984,0.56067,1.50421,3.37474,0.91245,0.0741262,0.000126152,0.000126152
28,71.2285,1.24197,1.08622,0.97376,0.012,1,0.98921,0.58111,1.46707,3.35539,0.90091,0.0731257,0.000125658,0.000125658
29,73.315,1.51171,1.05505,1.04568,0.012,1,0.98921,0.58111,1.46707,3.35539,0.90091,0.0721248,0.000124768,0.000124768
30,75.3966,1.43259,1.14211,0.96013,0.012,1,0.98921,0.58111,1.46707,3.35539,0.90091,0.0711235,0.000123482,0.000123482
31,77.3921,1.4587,1.1462,1.01536,0.0186,1,0.995,0.61399,1.43134,3.33236,0.8905,0.0701218,0.0001218,0.0001218
32,79.3936,1.35619,1.24125,0.89804,0.0186,1,0.995,0.61399,1.43134,3.33236,0.8905,0.0691197,0.000119722,0.000119722
33,81.419,1.40931,1.15205,0.91453,0.0186,1,0.995,0.61399,1.43134,3.33236,0.8905,0.0681172,0.000117248,0.000117248
34,83.438,1.18425,1.11567,0.93503,0.05607,1,0.995,0.59897,1.39938,3.30457,0.88509,0.0671144,0.000114378,0.000114378
35,85.3796,1.64271,2.307,1.10658,0.05607,1,0.995,0.59897,1.39938,3.30457,0.88509,0.0661111,0.000111112,0.000111112
36,87.3187,1.29728,1.2151,1.00902,0.05607,1,0.995,0.59897,1.39938,3.30457,0.88509,0.0651075,0.00010745,0.00010745
37,89.3037,0.99588,1.49262,0.86841,0.05607,1,0.995,0.59897,1.39938,3.30457,0.88509,0.0641034,0.000103392,0.000103392
38,91.3195,1.44716,2.08431,1.148,0.16216,1,0.995,0.61092,1.40665,3.23695,0.88694,0.0630989,9.8938e-05,9.8938e-05
39,93.2575,1.20196,0.86742,0.98114,0.16216,1,0.995,0.61092,1.40665,3.23695,0.88694,0.0620941,9.4088e-05,9.4088e-05
40,95.264,1.61946,1.40302,1.0475,0.16216,1,0.995,0.61092,1.40665,3.23695,0.88694,0.0610888,8.8842e-05,8.8842e-05
41,97.2225,1.34494,1.56296,0.90233,0.16216,1,0.995,0.61092,1.40665,3.23695,0.88694,0.0600832,8.32e-05,8.32e-05
42,99.3065,1.40949,1.02199,1.16029,0.33962,1,0.995,0.59982,1.415,3.17528,0.89067,0.0590772,7.7162e-05,7.7162e-05
43,101.265,1.66594,1.48848,0.95184,0.33962,1,0.995,0.59982,1.415,3.17528,0.89067,0.0580707,7.0728e-05,7.0728e-05
44,103.23,1.43776,1.38664,1.00154,0.33962,1,0.995,0.59982,1.415,3.17528,0.89067,0.0570639,6.3898e-05,6.3898e-05
45,105.192,1.33953,1.09252,0.86296,0.33962,1,0.995,0.59982,1.415,3.17528,0.89067,0.0560567,5.6672e-05,5.6672e-05
46,107.173,1.4218,1.2681,1.00062,0.46154,1,0.995,0.60865,1.40739,3.11044,0.89189,0.0550491,4.905e-05,4.905e-05
47,109.154,1.29705,1.08924,0.92127,0.46154,1,0.995,0.60865,1.40739,3.11044,0.89189,0.054041,4.1032e-05,4.1032e-05
48,111.095,1.34768,0.96113,1.05935,0.46154,1,0.995,0.60865,1.40739,3.11044,0.89189,0.0530326,3.2618e-05,3.2618e-05
49,113.032,1.4492,0.98977,0.95807,0.46154,1,0.995,0.60865,1.40739,3.11044,0.89189,0.0520238,2.3808e-05,2.3808e-05
50,115.011,1.33943,1.10833,0.95716,0.54545,1,0.995,0.61207,1.39641,3.03637,0.88961,0.0510146,1.4602e-05,1.4602e-05
1,6.43672,1.82727,4.01667,1.06903,0.00222,0.17021,0.00175,0.001,1.94772,4.0297,1.2416,0.09901,1e-05,1e-05
2,12.4238,1.43476,3.57261,0.93742,0.00139,0.10638,0.00077,0.00023,2.15748,4.40769,1.57589,0.0970294,2.9406e-05,2.9406e-05
3,17.9746,1.47555,3.1297,0.98652,0.00667,0.51064,0.00574,0.00166,2.77214,4.99002,1.73602,0.095048,4.802e-05,4.802e-05
4,23.2288,1.68501,3.28031,1.01229,0.01083,0.82979,0.02212,0.00734,2.36653,4.69593,1.40784,0.0930658,6.5842e-05,6.5842e-05
5,28.7918,1.53208,2.53695,0.99279,0.01222,0.93617,0.05988,0.02088,2.07462,4.19134,1.2727,0.0910829,8.2872e-05,8.2872e-05
6,33.9613,1.3751,2.39037,0.95741,0.01222,0.93617,0.1685,0.05974,1.80683,3.97399,1.17515,0.0890991,9.911e-05,9.911e-05
7,39.088,1.28591,2.27366,0.94205,0.01278,0.97872,0.25535,0.11666,1.58603,3.79694,1.0964,0.0871146,0.000114556,0.000114556
8,44.2713,1.4588,1.80764,0.97754,0.01278,0.97872,0.35898,0.19252,1.46769,3.69627,1.06766,0.0851292,0.00012921,0.00012921
9,49.6774,1.72102,1.7028,1.00229,0.01306,1,0.30907,0.17635,1.46962,3.62247,1.04339,0.0831431,0.000143072,0.000143072
10,55.2028,1.43976,1.45475,1.04491,0.01306,1,0.39493,0.21529,1.44242,3.56202,1.01979,0.0811561,0.000156142,0.000156142
11,61.0482,1.48473,1.37076,0.98207,0.01306,1,0.54903,0.30421,1.41927,3.4906,0.98691,0.0791684,0.00016842,0.00016842
12,66.9224,1.29027,1.77523,0.94881,0.01306,1,0.54903,0.30421,1.41927,3.4906,0.98691,0.0771799,0.000179906,0.000179906
13,72.562,1.49097,1.23665,0.97953,0.01306,1,0.73825,0.39294,1.35656,3.41171,0.94891,0.0751906,0.0001906,0.0001906
14,77.6428,1.4097,1.58144,0.9169,0.01306,1,0.8588,0.46428,1.35146,3.33556,0.93725,0.0732005,0.000200502,0.000200502
15,82.6534,1.19038,1.16081,0.93919,0.01306,1,0.8588,0.46428,1.35146,3.33556,0.93725,0.0712096,0.000209612,0.000209612
16,87.8657,1.3582,1.31153,0.97334,0.01306,1,0.91269,0.51688,1.32317,3.27492,0.91804,0.0692179,0.00021793,0.00021793
17,93.1553,1.49225,1.35232,1.01775,0.0142,1,0.90848,0.54128,1.32589,3.23654,0.90886,0.0672255,0.000225456,0.000225456
18,98.0787,1.40932,1.24202,1.01146,0.0142,1,0.90848,0.54128,1.32589,3.23654,0.90886,0.0652322,0.00023219,0.00023219
19,103.056,1.30003,1.16368,0.89906,0.01939,1,0.9227,0.56529,1.30693,3.16407,0.89146,0.0632381,0.000238132,0.000238132
20,108.09,1.27867,1.19111,0.91891,0.01939,1,0.9227,0.56529,1.30693,3.16407,0.89146,0.0612433,0.000243282,0.000243282
21,112.867,1.41159,1.14461,0.99253,0.03818,1,0.96945,0.60853,1.30934,3.06556,0.88721,0.0592476,0.00024764,0.00024764
22,117.897,1.34055,0.99362,0.99421,0.03818,1,0.96945,0.60853,1.30934,3.06556,0.88721,0.0572512,0.000251206,0.000251206
23,123.048,1.48793,1.04636,1.0221,0.08514,1,0.98659,0.64172,1.28376,2.94045,0.88462,0.055254,0.00025398,0.00025398
24,128.083,1.3842,1.14513,1.05811,0.08514,1,0.98659,0.64172,1.28376,2.94045,0.88462,0.053256,0.000255962,0.000255962
25,133.098,1.4334,1.00491,0.92317,0.15986,1,0.98541,0.64501,1.27941,2.8207,0.88844,0.0512572,0.000257152,0.000257152
26,138.057,1.48519,0.96223,0.90991,0.15986,1,0.98541,0.64501,1.27941,2.8207,0.88844,0.0492576,0.00025755,0.00025755
27,143.123,1.20895,1.17895,0.99928,0.15986,1,0.98541,0.64501,1.27941,2.8207,0.88844,0.0472572,0.000257156,0.000257156
28,148.274,1.25512,0.89564,0.90294,0.17279,1,0.98846,0.65172,1.24893,2.64913,0.87784,0.045256,0.00025597,0.00025597
29,153.029,1.27919,0.88709,0.95112,0.17279,1,0.98846,0.65172,1.24893,2.64913,0.87784,0.043254,0.000253992,0.000253992
30,157.592,1.42554,0.88828,0.93891,1,0.60086,0.98929,0.66531,1.24327,2.47071,0.87354,0.0412512,0.000251222,0.000251222
31,162.177,1.24943,1.05144,0.97614,1,0.60086,0.98929,0.66531,1.24327,2.47071,0.87354,0.0392477,0.00024766,0.00024766
32,166.733,1.31251,0.85955,0.90514,1,0.60086,0.98929,0.66531,1.24327,2.47071,0.87354,0.0372433,0.000243306,0.000243306
33,171.278,1.35257,0.98122,0.93157,1,0.23048,0.99092,0.64611,1.26574,2.30015,0.87579,0.0352382,0.00023816,0.00023816
34,175.732,1.35634,1.11679,0.96225,1,0.23048,0.99092,0.64611,1.26574,2.30015,0.87579,0.0332322,0.000232222,0.000232222
35,180.281,1.24101,0.83315,0.98436,1,0.23048,0.99092,0.64611,1.26574,2.30015,0.87579,0.0312255,0.000225492,0.000225492
36,184.956,1.26826,0.91161,0.92596,1,0.24028,0.99092,0.63699,1.27856,2.14589,0.87915,0.029218,0.00021797,0.00021797
37,189.631,1.35821,0.92953,0.97241,1,0.24028,0.99092,0.63699,1.27856,2.14589,0.87915,0.0272097,0.000209656,0.000209656
38,194.276,1.21215,1.02687,0.96339,1,0.24028,0.99092,0.63699,1.27856,2.14589,0.87915,0.0252006,0.00020055,0.00020055
39,198.97,1.22302,0.95322,0.95979,1,0.30622,0.99173,0.64607,1.28336,1.99846,0.87748,0.0231907,0.000190652,0.000190652
40,204.041,1.19877,0.90128,0.94245,1,0.30622,0.99173,0.64607,1.28336,1.99846,0.87748,0.02118,0.000179962,0.000179962
41,208.866,1.39171,1.28613,0.99103,1,0.30622,0.99173,0.64607,1.28336,1.99846,0.87748,0.0191685,0.00016848,0.00016848
42,213.746,1.32752,1.0934,0.89679,1,0.71537,0.99255,0.66056,1.27729,1.8271,0.8746,0.0171562,0.000156206,0.000156206
43,218.485,1.4848,0.97278,1.06437,1,0.71537,0.99255,0.66056,1.27729,1.8271,0.8746,0.0151431,0.00014314,0.00014314
44,223.63,1.22183,0.94082,0.96304,1,0.71537,0.99255,0.66056,1.27729,1.8271,0.8746,0.0131293,0.000129282,0.000129282
45,228.372,1.18021,0.96036,0.91829,1,0.71537,0.99255,0.66056,1.27729,1.8271,0.8746,0.0111146,0.000114632,0.000114632
46,233.238,1.19041,0.91622,0.95561,1,0.93261,0.995,0.66034,1.2724,1.65754,0.87569,0.00909919,9.919e-05,9.919e-05
47,237.862,1.2741,0.79989,0.92714,1,0.93261,0.995,0.66034,1.2724,1.65754,0.87569,0.00708296,8.2956e-05,8.2956e-05
48,242.472,1.33749,0.88941,0.99525,1,0.93261,0.995,0.66034,1.2724,1.65754,0.87569,0.00506593,6.593e-05,6.593e-05
49,247.128,1.23505,0.879,0.88911,1,0.93261,0.995,0.66034,1.2724,1.65754,0.87569,0.00304811,4.8112e-05,4.8112e-05
50,251.881,1.2044,0.82353,0.95674,1,0.99821,0.995,0.65315,1.26704,1.4732,0.87673,0.0010295,2.9502e-05,2.9502e-05
1,13.4283,1.76092,3.83763,1.08551,0.00222,0.17204,0.00212,0.0013,1.78247,3.92653,1.21313,0.09802,2e-05,2e-05
2,27.56,1.3715,3.21105,0.94604,0.00278,0.21505,0.00586,0.00401,1.86219,3.91201,1.27696,0.095049,4.901e-05,4.901e-05
3,39.8896,1.39109,2.55123,0.9171,0.00306,0.23656,0.07616,0.05658,1.70366,3.84801,1.16699,0.0920768,7.6832e-05,7.6832e-05
4,51.9062,1.53685,2.35252,0.94299,0.00611,0.47312,0.20677,0.14771,1.47865,3.60705,1.0122,0.0891035,0.000103466,0.000103466
5,63.7225,1.57984,1.78093,1.03489,0.00778,0.60215,0.40278,0.23665,1.43924,3.50245,0.97503,0.0861289,0.000128912,0.000128912
6,75.828,1.38501,1.56855,0.92969,0.01042,0.80645,0.74626,0.37114,1.35729,3.37094,0.91849,0.0831532,0.00015317,0.00015317
7,88.0299,1.29532,1.43839,0.93763,0.01236,0.95699,0.84073,0.40151,1.40644,3.34594,0.91631,0.0801762,0.00017624,0.00017624
8,98.5435,1.29061,1.18314,0.93085,0.0125,0.96774,0.82847,0.42185,1.41323,3.34084,0.91548,0.0771981,0.000198122,0.000198122
